domain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
ferry,sailing_schedule,sailing_type,sailing_type,Sailing Type,STRING,,,,regular|express|charter|emergency|maintenance|special_event,transactional_data,Classification of the sailing based on its purpose and service level.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,schedule_version_number,schedule_version_number,Schedule Version Number,INT,,,,"^[0-9]{1,5}$",transactional_data,"Version number of the schedule, incremented when changes are made to the sailing details.",NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,scheduled_arrival_date,scheduled_arrival_date,Scheduled Arrival Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which the sailing is scheduled to arrive at the destination terminal.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,scheduled_arrival_time,scheduled_arrival_time,Scheduled Arrival Time,TIMESTAMP,,,,^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{2}:\d{2}$,transactional_data,The precise date and time when the vessel is scheduled to arrive at the destination terminal.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,scheduled_departure_date,scheduled_departure_date,Scheduled Departure Date,DATE,,,,^\d{4}-\d{2}-\d{2}$,transactional_data,The date on which the sailing is scheduled to depart from the origin terminal.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,scheduled_departure_time,scheduled_departure_time,Scheduled Departure Time,TIMESTAMP,,,,^\d{4}-\d{2}-\d{2}T\d{2}:\d{2}:\d{2}\.\d{3}[+-]\d{2}:\d{2}$,transactional_data,The precise date and time when the vessel is scheduled to depart from the origin terminal.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,scheduled_duration_minutes,scheduled_duration_minutes,Scheduled Duration in Minutes,INT,,,,"^[0-9]{1,4}$",transactional_data,"The planned duration of the sailing from departure to arrival, measured in minutes.",NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,season_code,season_code,Season Code,STRING,,,,"^[A-Z]{2,10}$",transactional_data,"Code representing the operational season during which this sailing is scheduled (e.g., SUMMER, WINTER, PEAK).",NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,service_day_type,service_day_type,Service Day Type,STRING,,,,weekday|weekend|holiday|peak_season|off_season,transactional_data,"Classification of the day on which the sailing occurs, used for schedule planning and capacity management.",NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,standby_passenger_count,standby_passenger_count,Standby Passenger Count,INT,,,,"^[0-9]{1,5}$",transactional_data,Number of passengers currently on standby waiting for available space on this sailing.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,standby_vehicle_count,standby_vehicle_count,Standby Vehicle Count,INT,,,,"^[0-9]{1,4}$",transactional_data,Number of vehicles currently on standby waiting for available space on this sailing.,NCDOT Ferry Operations Data Standards
ferry,sailing_schedule,temperature_fahrenheit,temperature_fahrenheit,Temperature in Fahrenheit,"DECIMAL(5,2)",,,,"^-?[0-9]{1,3}\.[0-9]{2}$",transactional_data,"Air temperature at the time of sailing, measured in degrees Fahrenheit.",NOAA Weather Standards
ferry,sailing_schedule,vehicle_capacity,vehicle_capacity,Vehicle Capacity,INT,,,,"^[0-9]{1,4}$",transactional_data,Maximum number of vehicles that can be accommodated on this sailing based on vessel configuration.,USCG Vessel Capacity Standards
ferry,sailing_schedule,vessel_registration_number,vessel_registration_number,Vessel Registration Number,STRING,,,,"^[A-Z0-9]{5,15}$",transactional_data,Official registration or documentation number for the vessel as assigned by the United States Coast Guard (USCG).,USCG Vessel Documentation Standards
ferry,sailing_schedule,visibility_miles,visibility_miles,Visibility in Miles,"DECIMAL(5,2)",,,,"^[0-9]{1,3}\.[0-9]{2}$",transactional_data,"Visibility distance at the time of sailing, measured in statute miles.",NOAA Weather Standards
ferry,sailing_schedule,wave_height_feet,wave_height_feet,Wave Height in Feet,"DECIMAL(5,2)",,,,"^[0-9]{1,3}\.[0-9]{2}$",transactional_data,"Significant wave height at the time of sailing, measured in feet.",NOAA Weather Standards
ferry,sailing_schedule,weather_alert_flag,weather_alert_flag,Weather Alert Flag,BOOLEAN,,,,true|false,transactional_data,Indicates whether a weather alert or advisory is in effect that may impact this sailing.,NOAA Weather Standards
ferry,sailing_schedule,weather_condition_code,weather_condition_code,Weather Condition Code,STRING,,,,clear|partly_cloudy|cloudy|rain|fog|wind|storm|severe,transactional_data,Code representing the forecasted or actual weather conditions for this sailing.,NOAA Weather Standards
ferry,sailing_schedule,wind_speed_knots,wind_speed_knots,Wind Speed in Knots,"DECIMAL(5,2)",,,,"^[0-9]{1,3}\.[0-9]{2}$",transactional_data,"Wind speed at the time of sailing, measured in knots.",NOAA Weather Standards
ferry,terminal,terminal_id,terminal_id,Terminal Identifier,BIGINT,Y,,,,master_data,Unique identifier for the ferry terminal. Primary key for the terminal master data.,NCDOT Data Standards
ferry,terminal,asset_id,asset_id,Asset Identifier,BIGINT,,asset.asset.asset_id,,,master_data,Unique asset identifier for the terminal in NCDOT's asset management system (ATLAS).,NCDOT Asset Management Standards
ferry,terminal,cost_center_id,cost_center_id,Cost Center Id (Foreign Key),BIGINT,,finance.cost_center.cost_center_id,,,master_data,"Foreign key linking to finance.cost_center. Business justification: Ferry terminals are individual cost centers tracking facility maintenance, utilities, staffing costs. Finance uses this for facility budget management and operational cost analysis.",Internal - LLM Generated Cross-Domain Link
ferry,terminal,feature_id,feature_id,Feature Id (Foreign Key),BIGINT,,gis.feature.feature_id,,,master_data,"Foreign key linking to gis.feature. Business justification: Ferry terminals are physical infrastructure assets with precise geospatial locations. GIS feature links enable mapping, routing, wayfinding, and spatial analysis used daily by operations and planning ",Internal - LLM Generated Cross-Domain Link
ferry,terminal,gis_feature_id,gis_feature_id,Geographic Information System (GIS) Feature Identifier,BIGINT,,gis.feature.feature_id,,,master_data,Unique identifier for the terminal in NCDOT's GIS system (ArcGIS Enterprise).,NCDOT GIS Standards
ferry,terminal,grant_award_id,grant_award_id,Grant Award Id (Foreign Key),BIGINT,,grant.award.award_id,,,master_data,Foreign key linking to grant.award. Business justification: Ferry terminal construction and improvements are typically funded through transportation grants. NCDOT must track funding source for each terminal infrastructure project for federal compliance and aud,Internal - LLM Generated Cross-Domain Link
ferry,terminal,manager_employee_id,manager_employee_id,Terminal Manager Employee Id (Foreign Key),BIGINT,,hr.employee.employee_id,,,master_data,"Foreign key linking to hr.employee. Business justification: Each ferry terminal has a designated terminal manager employee responsible for daily operations, staff supervision, and facility management.",Internal - LLM Generated Cross-Domain Link
ferry,terminal,parcel_id,parcel_id,Parcel Id (Foreign Key),BIGINT,,rightofway.parcel.parcel_id,,,master_data,"Foreign key linking to rightofway.parcel. Business justification: Ferry terminals are built on land parcels acquired through right-of-way processes. Terminal facilities must reference the specific parcel for property management, maintenance access rights, and legal ",Internal - LLM Generated Cross-Domain Link
ferry,terminal,project_id,project_id,Project Id (Foreign Key),BIGINT,,project.project.project_id,,,master_data,"Foreign key linking to project.project. Business justification: Ferry terminals require construction and renovation projects (dock repairs, facility upgrades, ADA compliance). NCDOT tracks terminal improvement projects for capital planning and operational continui",Internal - LLM Generated Cross-Domain Link
ferry,terminal,ada_compliant,ada_compliant,Americans with Disabilities Act (ADA) Compliant,BOOLEAN,,,,true|false,master_data,Indicates whether the terminal meets ADA accessibility requirements for persons with disabilities.,ADA Title II - Public Services
ferry,terminal,ada_parking_spaces,ada_parking_spaces,Americans with Disabilities Act (ADA) Accessible Parking Spaces,INT,,,,,master_data,Number of ADA-compliant accessible parking spaces available at the terminal.,ADA Title II - Public Services
ferry,terminal,address_line_1,address_line_1,Terminal Address Line 1,STRING,,,"restricted,pii_address",,master_data,Primary street address of the ferry terminal.,USPS Address Standards
ferry,terminal,address_line_2,address_line_2,Terminal Address Line 2,STRING,,,"restricted,pii_address",,master_data,"Secondary address information such as suite, building, or unit number.",USPS Address Standards
ferry,terminal,annual_passenger_volume,annual_passenger_volume,Annual Passenger Volume,INT,,,,,master_data,Average annual number of passengers processed through the terminal.,NCDOT Ferry Operations Statistics
ferry,terminal,annual_vehicle_volume,annual_vehicle_volume,Annual Vehicle Volume,INT,,,,,master_data,Average annual number of vehicles processed through the terminal.,NCDOT Ferry Operations Statistics
ferry,terminal,approach_channel_depth_feet,approach_channel_depth_feet,Approach Channel Depth in Feet,"DECIMAL(5,2)",,,,,master_data,"Depth of the approach channel leading to the terminal in feet, measured at mean low water.",USACE Navigation Standards
ferry,terminal,bicycle_parking_spaces,bicycle_parking_spaces,Bicycle Parking Spaces,INT,,,,,master_data,Number of bicycle parking spaces or racks available at the terminal.,NCDOT Multimodal Transportation Standards
ferry,terminal,city,city,Terminal City,STRING,,,,,master_data,City or municipality where the terminal is located.,USPS Address Standards
ferry,terminal,code,code,Terminal Code,STRING,,,,"^[A-Z0-9]{3,10}$",master_data,Short alphanumeric code used to identify the terminal in operational systems and schedules. Typically 3-10 characters.,NCDOT Ferry Operations Standards
ferry,terminal,construction_year,construction_year,Terminal Construction Year,INT,,,,^(19|20)[0-9]{2}$,master_data,Year when the terminal was originally constructed and opened for operations.,NCDOT Asset Management Standards
ferry,terminal,contact_email,contact_email,Terminal Contact Email Address,STRING,,,"restricted,pii_email","^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$",master_data,Primary contact email address for terminal inquiries and communications.,NCDOT Contact Standards
ferry,terminal,contact_phone,contact_phone,Terminal Contact Phone Number,STRING,,,"restricted,pii_phone","^\+?[0-9]{10,15}$",master_data,Primary contact phone number for the terminal office or operations center.,NCDOT Contact Standards
ferry,terminal,county,county,Terminal County,STRING,,,,,master_data,North Carolina county in which the terminal is located.,NCGS County Designations
ferry,terminal,data_quality_score,data_quality_score,Data Quality Score,"DECIMAL(5,2)",,,,,master_data,"Calculated data quality score for this terminal record based on completeness, accuracy, and timeliness metrics (0-100 scale).",NCDOT Data Quality Standards
ferry,terminal,defibrillator_available,defibrillator_available,Automated External Defibrillator (AED) Available,BOOLEAN,,,,true|false,master_data,Indicates whether an automated external defibrillator is available at the terminal.,OSHA Emergency Response Standards
ferry,terminal,dock_count,dock_count,Number of Docks,INT,,,,,master_data,Total number of docking berths available at the terminal for ferry vessels.,NCDOT Ferry Operations Standards
ferry,terminal,dock_depth_feet,dock_depth_feet,Dock Water Depth in Feet,"DECIMAL(5,2)",,,,,master_data,"Water depth at the dock in feet, measured at mean low water, indicating the maximum vessel draft that can be accommodated.",USACE Navigation Standards
ferry,terminal,effective_date,effective_date,Effective Date,DATE,,,,,master_data,Date when this terminal record became effective in the system.,NCDOT Data Management Standards
ferry,terminal,electric_vehicle_charging_stations,electric_vehicle_charging_stations,Electric Vehicle (EV) Charging Stations,INT,,,,,master_data,Number of electric vehicle charging stations available at the terminal.,NCDOT Sustainability Standards
ferry,terminal,emergency_access_route,emergency_access_route,Emergency Access Route,STRING,,,,,master_data,Description of the primary emergency vehicle access route to the terminal.,NCDOT Emergency Response Standards
ferry,terminal,emergency_generator,emergency_generator,Emergency Generator Available,BOOLEAN,,,,true|false,master_data,Indicates whether a backup emergency generator is installed at the terminal.,NCDOT Emergency Response Standards
ferry,terminal,environmental_permit_expiration_date,environmental_permit_expiration_date,Environmental Permit Expiration Date,DATE,,,,,master_data,Expiration date of the primary environmental permit for the terminal.,NCDEQ Permitting Standards
ferry,terminal,environmental_permit_number,environmental_permit_number,Environmental Permit Number,STRING,,,,,master_data,Primary environmental permit number issued by NCDEQ or USACE for terminal operations.,NCDEQ Permitting Standards
ferry,terminal,evacuation_capacity,evacuation_capacity,Emergency Evacuation Capacity,INT,,,,,master_data,Maximum number of people that can be evacuated from the terminal per hour during emergency operations.,NCDOT Emergency Response Standards
ferry,terminal,expiration_date,expiration_date,Expiration Date,DATE,,,,,master_data,"Date when this terminal record expires or is superseded, if applicable.",NCDOT Data Management Standards
ferry,terminal,facility_condition,facility_condition,Facility Condition Rating,STRING,,,,excellent|good|fair|poor|critical,master_data,Overall condition assessment of the terminal facilities based on inspection and maintenance records.,AASHTO Asset Management Standards
ferry,terminal,fire_suppression_system,fire_suppression_system,Fire Suppression System Type,STRING,,,,sprinkler|foam|co2|dry_chemical|none|mixed,master_data,Type of fire suppression system installed at the terminal.,NFPA Fire Safety Standards
ferry,terminal,first_aid_station,first_aid_station,First Aid Station Available,BOOLEAN,,,,true|false,master_data,Indicates whether a first aid station or medical facility is available at the terminal.,OSHA First Aid Standards
ferry,terminal,flood_zone,flood_zone,Federal Emergency Management Agency (FEMA) Flood Zone,STRING,,,,,master_data,"FEMA flood zone designation for the terminal location (e.g., AE, VE, X).",FEMA National Flood Insurance Program
ferry,terminal,food_service,food_service,Food Service Available,BOOLEAN,,,,true|false,master_data,"Indicates whether food or beverage services (vending machines, concessions, etc.) are available at the terminal.",NCDOT Facility Standards
ferry,terminal,fuel_station,fuel_station,Fuel Station Available,BOOLEAN,,,,true|false,master_data,Indicates whether a fuel station for ferry vessels is located at or adjacent to the terminal.,NCDOT Ferry Operations Standards
ferry,terminal,generator_capacity_kw,generator_capacity_kw,Generator Capacity in Kilowatts (kW),"DECIMAL(8,2)",,,,,master_data,Electrical capacity of the emergency backup generator in kilowatts.,NCDOT Facility Standards
ferry,terminal,hazmat_storage,hazmat_storage,Hazardous Materials (HAZMAT) Storage,BOOLEAN,,,,true|false,master_data,Indicates whether the terminal has designated storage facilities for hazardous materials.,EPA RCRA Standards
ferry,terminal,historic_designation,historic_designation,Historic Designation,BOOLEAN,,,,true|false,master_data,Indicates whether the terminal has been designated as a historic site or structure.,National Historic Preservation Act Section 106
ferry,terminal,historic_register_number,historic_register_number,National Register of Historic Places Number,STRING,,,,,master_data,National Register identification number if the terminal is a designated historic site.,National Historic Preservation Act Section 106
ferry,terminal,inspection_frequency_days,inspection_frequency_days,Inspection Frequency in Days,INT,,,,,master_data,Number of days between required comprehensive facility inspections.,NCDOT Asset Management Standards
ferry,terminal,last_inspection_date,last_inspection_date,Last Inspection Date,DATE,,,,,master_data,Date of the most recent comprehensive facility inspection.,NCDOT Asset Management Standards
ferry,terminal,last_renovation_year,last_renovation_year,Last Renovation Year,INT,,,,^(19|20)[0-9]{2}$,master_data,Year when the terminal last underwent major renovation or reconstruction.,NCDOT Asset Management Standards
ferry,terminal,leed_certification,leed_certification,Leadership in Energy and Environmental Design (LEED) Certification Level,STRING,,,,certified|silver|gold|platinum|none,master_data,"LEED certification level achieved by the terminal facility, if applicable.",USGBC LEED Standards
ferry,terminal,lighting_type,lighting_type,Terminal Lighting Type,STRING,,,,led|fluorescent|halogen|mixed|none,master_data,Primary type of lighting system installed at the terminal for nighttime operations.,NCDOT Facility Standards
ferry,terminal,maintenance_facility,maintenance_facility,Maintenance Facility Available,BOOLEAN,,,,true|false,master_data,Indicates whether vessel maintenance and repair facilities are available at the terminal.,NCDOT Ferry Operations Standards
ferry,terminal,maintenance_schedule,maintenance_schedule,Maintenance Schedule Frequency,STRING,,,,daily|weekly|monthly|quarterly|annual|as_needed,master_data,Standard maintenance inspection and service frequency for the terminal facilities.,NCDOT Maintenance Standards
ferry,terminal,name,name,Terminal Name,STRING,,,,,master_data,Official name of the ferry terminal as recognized by NCDOT and the public.,NCDOT Naming Conventions
ferry,terminal,next_inspection_date,next_inspection_date,Next Scheduled Inspection Date,DATE,,,,,master_data,Date when the next comprehensive facility inspection is scheduled.,NCDOT Asset Management Standards
ferry,terminal,notes,notes,Terminal Notes,STRING,,,,,master_data,"Free-text field for additional notes, comments, or special considerations regarding the terminal.",NCDOT Data Standards
ferry,terminal,operates_24_hours,operates_24_hours,24-Hour Operations,BOOLEAN,,,,true|false,master_data,Indicates whether the terminal operates continuously 24 hours per day.,NCDOT Ferry Operations Standards
ferry,terminal,operating_hours_end,operating_hours_end,Operating Hours End Time,STRING,,,,^([0-1][0-9]|2[0-3]):[0-5][0-9]$,master_data,Standard daily closing time for terminal operations in HH:MM format (24-hour clock).,NCDOT Ferry Operations Standards
ferry,terminal,operating_hours_start,operating_hours_start,Operating Hours Start Time,STRING,,,,^([0-1][0-9]|2[0-3]):[0-5][0-9]$,master_data,Standard daily opening time for terminal operations in HH:MM format (24-hour clock).,NCDOT Ferry Operations Standards
ferry,terminal,ownership_type,ownership_type,Terminal Ownership Type,STRING,,,,state_owned|leased|joint_ownership|federal|municipal,master_data,Legal ownership classification of the terminal facility.,NCGS Chapter 136 - Transportation
ferry,terminal,parking_spaces,parking_spaces,Parking Space Count,INT,,,,,master_data,Total number of parking spaces available at the terminal for long-term and short-term parking.,NCDOT Parking Standards
ferry,terminal,passenger_capacity,passenger_capacity,Passenger Waiting Capacity,INT,,,,,master_data,Maximum number of passengers that can be accommodated in the terminal waiting facilities.,NCDOT Ferry Operations Standards
ferry,terminal,payment_methods_accepted,payment_methods_accepted,Payment Methods Accepted,STRING,,,,,master_data,"Comma-separated list of payment methods accepted at the terminal (e.g., cash, credit card, mobile payment).",PCI DSS Standards
ferry,terminal,peak_season_months,peak_season_months,Peak Season Months,STRING,,,,,master_data,Comma-separated list of month names representing the peak travel season for this terminal.,NCDOT Ferry Operations Standards
ferry,terminal,pet_relief_area,pet_relief_area,Pet Relief Area Available,BOOLEAN,,,,true|false,master_data,Indicates whether a designated pet relief area is available at the terminal.,NCDOT Facility Standards
ferry,terminal,public_transit_access,public_transit_access,Public Transit Access Available,BOOLEAN,,,,true|false,master_data,"Indicates whether the terminal is accessible by public transit (bus, rail, etc.).",NCDOT Multimodal Transportation Standards
ferry,terminal,real_time_information_display,real_time_information_display,Real-Time Information Display Available,BOOLEAN,,,,true|false,master_data,Indicates whether real-time ferry schedule and status information displays are available at the terminal.,NCDOT ITS Standards
ferry,terminal,record_source,record_source,Record Source System,STRING,,,,,master_data,Name of the source system or application from which this terminal record originated.,NCDOT Data Lineage Standards
ferry,terminal,renewable_energy_capacity_kw,renewable_energy_capacity_kw,Renewable Energy Capacity in Kilowatts (kW),"DECIMAL(8,2)",,,,,master_data,Total capacity of renewable energy generation systems in kilowatts.,NCDOT Sustainability Standards
ferry,terminal,renewable_energy_system,renewable_energy_system,Renewable Energy System Type,STRING,,,,solar|wind|geothermal|none|mixed,master_data,"Type of renewable energy system installed at the terminal, if any.",NCDOT Sustainability Standards
ferry,terminal,reservation_system,reservation_system,Reservation System Type,STRING,,,,online|phone|walk_up|none|mixed,master_data,Type of reservation system available for ferry bookings at this terminal.,NCDOT Ferry Operations Standards
ferry,terminal,restroom_facilities,restroom_facilities,Restroom Facilities Available,BOOLEAN,,,,true|false,master_data,Indicates whether public restroom facilities are available at the terminal.,NCDOT Facility Standards
ferry,terminal,sap_functional_location,sap_functional_location,Systems Applications and Products (SAP) Functional Location,STRING,,,,,master_data,SAP Plant Maintenance (PM) functional location code for the terminal asset.,SAP PM Standards
ferry,terminal,seasonal_end_month,seasonal_end_month,Seasonal Operation End Month,INT,,,,^([1-9]|1[0-2])$,master_data,"Month number (1-12) when seasonal operations end, if applicable.",NCDOT Ferry Operations Standards
ferry,terminal,seasonal_operation,seasonal_operation,Seasonal Operation,BOOLEAN,,,,true|false,master_data,Indicates whether the terminal operates only during specific seasons rather than year-round.,NCDOT Ferry Operations Standards
ferry,terminal,seasonal_start_month,seasonal_start_month,Seasonal Operation Start Month,INT,,,,^([1-9]|1[0-2])$,master_data,"Month number (1-12) when seasonal operations begin, if applicable.",NCDOT Ferry Operations Standards
ferry,terminal,security_cameras,security_cameras,Closed-Circuit Television (CCTV) Security Cameras,BOOLEAN,,,,true|false,master_data,Indicates whether CCTV security camera systems are installed at the terminal.,NCDOT Security Standards
ferry,terminal,signage_type,signage_type,Signage Type,STRING,,,,static|digital|mixed|none,master_data,Type of informational and directional signage installed at the terminal.,MUTCD Standards
ferry,terminal,smoking_area,smoking_area,Designated Smoking Area Available,BOOLEAN,,,,true|false,master_data,Indicates whether a designated outdoor smoking area is available at the terminal.,NCGS Chapter 143 - Smoking Regulations
ferry,terminal,spill_response_equipment,spill_response_equipment,Spill Response Equipment Available,BOOLEAN,,,,true|false,master_data,Indicates whether oil spill response equipment is stored at the terminal.,Clean Water Act Section 311
ferry,terminal,staff_count,staff_count,Terminal Staff Count,INT,,,,,master_data,Total number of full-time equivalent staff assigned to the terminal.,NCDOT HR Standards
ferry,terminal,status,status,Terminal Operational Status,STRING,,,,active|inactive|under_construction|under_maintenance|temporarily_closed|permanently_closed,master_data,Current operational status of the terminal indicating whether it is available for ferry operations.,NCDOT Asset Management Standards
ferry,terminal,storm_surge_elevation_feet,storm_surge_elevation_feet,Storm Surge Design Elevation in Feet,"DECIMAL(5,2)",,,,,master_data,"Design elevation in feet above mean sea level for storm surge protection, indicating the terminal's resilience to flooding.",FEMA Flood Standards
ferry,terminal,stormwater_management_system,stormwater_management_system,Stormwater Management System Type,STRING,,,,retention_pond|bioswale|detention_basin|none|mixed,master_data,Type of stormwater management system installed at the terminal to comply with environmental regulations.,Clean Water Act Section 402
ferry,terminal,surveillance_coverage_percent,surveillance_coverage_percent,Surveillance Coverage Percentage,"DECIMAL(5,2)",,,,,master_data,Percentage of terminal area covered by CCTV surveillance cameras.,NCDOT Security Standards
ferry,terminal,ticketing_office,ticketing_office,Ticketing Office Available,BOOLEAN,,,,true|false,master_data,Indicates whether a staffed ticketing office is present at the terminal.,NCDOT Ferry Operations Standards
ferry,terminal,tidal_range_feet,tidal_range_feet,Tidal Range in Feet,"DECIMAL(4,2)",,,,,master_data,"Average tidal range at the terminal location in feet, representing the difference between high and low tide.",NOAA Tidal Standards
ferry,terminal,type,type,Terminal Type,STRING,,,,passenger|vehicle|mixed|cargo|emergency,master_data,"Classification of the terminal based on the primary type of traffic it serves (passenger-only, vehicle ferry, mixed use, cargo, or emergency operations).",AASHTO Marine Transportation Standards
ferry,terminal,vehicle_capacity,vehicle_capacity,Vehicle Staging Capacity,INT,,,,,master_data,Maximum number of vehicles that can be staged in the terminal waiting area at one time.,NCDOT Ferry Operations Standards
ferry,terminal,waiting_area,waiting_area,Waiting Area Available,BOOLEAN,,,,true|false,master_data,Indicates whether a covered or enclosed waiting area is available for passengers.,NCDOT Facility Standards
ferry,terminal,waste_management_system,waste_management_system,Waste Management System Type,STRING,,,,recycling|composting|standard|mixed,master_data,Type of waste management and disposal system in place at the terminal.,EPA Waste Management Standards
ferry,terminal,wastewater_system,wastewater_system,Wastewater System Type,STRING,,,,municipal_sewer|septic|holding_tank|none,master_data,Type of wastewater disposal system serving the terminal.,Clean Water Act Section 402
ferry,terminal,water_body_name,water_body_name,Water Body Name,STRING,,,,,master_data,"Name of the water body (sound, river, inlet, etc.) where the terminal is located.",USGS Geographic Names Information System
ferry,terminal,water_supply_source,water_supply_source,Water Supply Source,STRING,,,,municipal|well|cistern|none,master_data,Source of potable water supply for the terminal facilities.,EPA Safe Drinking Water Act
ferry,terminal,wave_protection,wave_protection,Wave Protection Type,STRING,,,,breakwater|natural|jetty|none|mixed,master_data,Type of wave protection or shelter provided to the terminal docking area.,USACE Coastal Engineering Standards
ferry,terminal,weather_station,weather_station,Weather Station Installed,BOOLEAN,,,,true|false,master_data,Indicates whether a weather monitoring station is installed at the terminal.,NOAA Weather Standards
ferry,terminal,website_url,website_url,Terminal Website Uniform Resource Locator (URL),STRING,,,,"^https?://[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}.*$",master_data,"Public website URL for the terminal with schedule, contact, and facility information.",NCDOT Web Standards
ferry,terminal,wifi_available,wifi_available,WiFi Available,BOOLEAN,,,,true|false,master_data,Indicates whether public wireless internet access is available at the terminal.,NCDOT IT Standards
ferry,terminal,zip_code,zip_code,Terminal ZIP Code,STRING,,,,^[0-9]{5}(-[0-9]{4})?$,master_data,Five-digit or nine-digit ZIP code for the terminal location.,USPS ZIP Code Standards
ferry,vessel,vessel_id,vessel_id,Vessel Identifier,BIGINT,Y,,,,master_data,Unique identifier for each ferry vessel in the NCDOT fleet. Primary key for vessel master records.,AASHTO Transportation Asset Management Guide
ferry,vessel,captain_employee_id,captain_employee_id,Captain Employee Id (Foreign Key),BIGINT,,hr.employee.employee_id,,,master_data,Foreign key linking to hr.employee. Business justification: Every ferry vessel has an assigned captain who is an NCDOT employee. Operations and safety regulations require tracking the responsible captain for each vessel.,Internal - LLM Generated Cross-Domain Link
ferry,vessel,cost_center_id,cost_center_id,Cost Center Id (Foreign Key),BIGINT,,finance.cost_center.cost_center_id,,,master_data,"Foreign key linking to finance.cost_center. Business justification: Each ferry vessel operates as a distinct cost center for tracking operational expenses (fuel, maintenance, crew). Finance department uses this for budget allocation and performance reporting.",Internal - LLM Generated Cross-Domain Link
ferry,vessel,feature_id,feature_id,Feature Id (Foreign Key),BIGINT,,gis.feature.feature_id,,,master_data,"Foreign key linking to gis.feature. Business justification: Vessel tracking requires real-time geospatial positioning. Operations center monitors vessel locations on GIS maps for safety, scheduling, and customer information systems showing live ferry positions",Internal - LLM Generated Cross-Domain Link
ferry,vessel,grant_award_id,grant_award_id,Grant Award Id (Foreign Key),BIGINT,,grant.award.award_id,,,master_data,"Foreign key linking to grant.award. Business justification: Ferry vessels are often acquired or upgraded using federal/state transportation grants (FTA, BUILD, INFRA). NCDOT tracks which grant funded each vessel for compliance reporting and asset management.",Internal - LLM Generated Cross-Domain Link
ferry,vessel,maintenance_contract_id,maintenance_contract_id,Maintenance Contract Id (Foreign Key),BIGINT,,procurement.contract.contract_id,,,master_data,"Foreign key linking to procurement.contract. Business justification: Ferry vessels require ongoing maintenance contracts with specialized marine service vendors. Operations teams reference active maintenance contracts for scheduled dry-dock repairs, engine overhauls, a",Internal - LLM Generated Cross-Domain Link
ferry,vessel,permit_id,permit_id,Permit Id (Foreign Key),BIGINT,,environmental.permit.permit_id,,,master_data,"Foreign key linking to environmental.permit. Business justification: Ferry vessels require environmental permits (ballast water discharge, air emissions, oil spill prevention) to operate legally. Operations division verifies permit compliance before vessel deployment.",Internal - LLM Generated Cross-Domain Link
ferry,vessel,project_id,project_id,Project Id (Foreign Key),BIGINT,,project.project.project_id,,,master_data,"Foreign key linking to project.project. Business justification: Ferry vessels undergo capital improvement projects (engine overhauls, hull repairs, refurbishments). Each vessel maintenance/upgrade project must track which vessel is being worked on for scheduling a",Internal - LLM Generated Cross-Domain Link
ferry,vessel,vehicle_id,vehicle_id,Vehicle Id (Foreign Key),BIGINT,,dmv.vehicle.vehicle_id,,,master_data,"Foreign key linking to dmv.vehicle. Business justification: Ferry vessels are classified as vehicles in DMV system with VIN, make, model, year. DMV maintains master vehicle record. Ferry domain references DMV vehicle data for inspections and regulatory reporti",Internal - LLM Generated Cross-Domain Link
ferry,vessel,vehicle_registration_id,vehicle_registration_id,Vehicle Registration Id (Foreign Key),BIGINT,,dmv.registration.registration_id,,,master_data,"Foreign key linking to dmv.registration. Business justification: Ferry vessels are motor vehicles requiring DMV registration under NC law. DMV tracks vessel registration, title, and compliance. Ferry operations verify current registration status daily for regulator",Internal - LLM Generated Cross-Domain Link
ferry,vessel,acquisition_cost,acquisition_cost,Acquisition Cost,"DECIMAL(15,2)",,,confidential,,master_data,Original purchase or construction cost of the vessel in US dollars.,GASB Statement 34 - Capital Assets
ferry,vessel,ada_compliant,ada_compliant,Americans with Disabilities Act (ADA) Compliant,BOOLEAN,,,,true|false,master_data,Indicates whether the vessel meets ADA accessibility requirements for passengers with disabilities.,ADA Title II - Public Transportation
ferry,vessel,ada_restroom_count,ada_restroom_count,ADA Accessible Restroom Count,INT,,,,,master_data,Number of restroom facilities that meet ADA accessibility standards.,ADA Title II - Public Transportation
ferry,vessel,ais_system_installed,ais_system_installed,Automatic Identification System (AIS) Installed,BOOLEAN,,,,true|false,master_data,Indicates whether the vessel is equipped with AIS for vessel tracking and collision avoidance.,SOLAS Convention Chapter V
